순번,자원명,시도,시군구,주차장유형,경도,위도
50,불광중학교,서울특별시,은평구,부설,126.9323892,37.62317982
51,구로중학교,서울특별시,구로구,부설,126.8910999,37.49485972
52,문일중학교,서울특별시,금천구,부설,126.8987207,37.44891526
53,서울방일초등학교,서울특별시,서초구,부설,126.998849,37.4852056
54,휘경공업고등학교,서울특별시,동대문구,부설,127.0694509,37.58515301
55,삼각지 공영주차장,서울특별시,용산구,노상,126.973627,37.53346823
56,주공7단지옆 공영주차장,서울특별시,노원구,노상,127.0608919,37.65625935
57,덕성여자중학교,서울특별시,종로구,부설,126.9819092,37.57778598
58,을지로,서울특별시,중구,노상,126.9936823,37.56640241
59,한신동성아파트옆 공영주차장,서울특별시,노원구,노상,127.0744388,37.63967475
60,마들스포츠타운 공영주차장,서울특별시,노원구,노외,127.0582996,37.64416001
61,합정,서울특별시,마포구,노상,126.9151964,37.54927245
62,서울송중초등학교,서울특별시,강북구,부설,127.0319965,37.61746908
63,도화,서울특별시,마포구,노외,126.9498753,37.54153106
64,서울지방국세청,서울특별시,종로구,노상,126.9799005,37.57414969
65,배오개길,서울특별시,중구,노상,126.9980337,37.56534046
66,청계6,서울특별시,중구,노상,127.0110264,37.56963528
67,봉림중학교,서울특별시,관악구,부설,126.9377027,37.48119817
68,종암중학교,서울특별시,성북구,부설,127.0317476,37.5929706
69,수도전기공업고등학교,서울특별시,강남구,부설,127.0644787,37.48493754
70,가양3동,서울특별시,강서구,노외,126.8597643,37.56032974
71,홍익대학교사범대학부속고등학교,서울특별시,성북구,부설,127.002805,37.59366662
72,장충공영,서울특별시,중구,노외,127.001327,37.5599708
73,북아현동 제2공영주차장,서울특별시,서대문구,노외,126.9582929,37.56005012
74,서울중대초등학교,서울특별시,송파구,부설,127.1136055,37.4998119
75,국립한글박물관,서울특별시,용산구,기타,126.9804863,37.5210688
76,금천구청,서울특별시,금천구,부설,126.8960369,37.45706565
77,중산고등학교,서울특별시,강남구,부설,127.0814285,37.48574293
78,영등포로터리,서울특별시,영등포구,노상,126.9106968,37.51772772
79,석계역앞 공영주차장,서울특별시,노원구,노외,127.065157,37.61565507
80,가산디지털환승역 주변,서울특별시,금천구,노상,126.8825735,37.48294979
81,동작중학교,서울특별시,동작구,부설,126.9778016,37.49546195
82,해군본부앞,서울특별시,영등포구,노상,126.9210968,37.50431367
83,용산중학교,서울특별시,용산구,부설,126.9809129,37.54601254
84,휘봉고등학교,서울특별시,동대문구,부설,127.0689407,37.58637236
85,청계8,서울특별시,동대문구,노상,127.0249429,37.57135064
86,홍연초교 공영주차장,서울특별시,서대문구,노외,126.9306604,37.58211871
87,도봉중학교,서울특별시,도봉구,부설,127.0458717,37.67088384
88,범일운수 주변,서울특별시,금천구,노상,126.8900322,37.46772828
89,서울군자초등학교,서울특별시,동대문구,부설,127.0605233,37.56412232
90,성신초등학교,서울특별시,성북구,부설,127.0231286,37.59462268
91,서울세곡초등학교,서울특별시,구로구,부설,126.8491198,37.5050561
92,KBS본관뒤,서울특별시,영등포구,노상,126.9242324,37.53116733
93,청계1,서울특별시,종로구,노상,126.9875127,37.56900318
94,서울월천초등학교,서울특별시,도봉구,부설,127.0514258,37.64791373
95,서울장월초등학교,서울특별시,성북구,부설,127.0473205,37.62192922
96,중림종합복지센터 부설,서울특별시,중구,부설,126.9662595,37.55943026
97,상암1,서울특별시,마포구,노외,126.8971661,37.57727379
98,신관중학교,서울특별시,관악구,부설,126.9344522,37.48020125
99,중앙대학교사범대학부속중학교,서울특별시,동작구,부설,126.9617326,37.50362942
100,단국대학교사범대학부속고등학교,서울특별시,강남구,부설,127.0577682,37.49561749
101,동국제강,서울특별시,중구,노외,126.9834406,37.56736602
102,동서울길 공영주차장,서울특별시,광진구,노상,127.0918907,37.53416451
103,서울송파초등학교,서울특별시,송파구,부설,127.1112318,37.50694364
104,여의서로,서울특별시,영등포구,노상,126.9242324,37.53116733
105,강서세무서,서울특별시,강서구,노상,126.8215026,37.56213928
106,반포중학교,서울특별시,서초구,부설,126.991604,37.50305237
107,서울개운초등학교,서울특별시,성북구,부설,127.0274045,37.60181095
108,경인중학교,서울특별시,구로구,부설,126.8536725,37.49846566
109,서울신우초등학교,서울특별시,관악구,부설,126.9325353,37.46326397
110,청량리제3공영,서울특별시,동대문구,노상,127.0406793,37.58242264
111,주공12단지상가뒤 공영주차장,서울특별시,노원구,노상,127.0579015,37.66599731
112,서울양재초등학교,서울특별시,서초구,부설,127.0318925,37.47416538
113,당산근린공원,서울특별시,영등포구,노외,126.8951468,37.52521794
114,SJ테크노빌 주변,서울특별시,금천구,노상,126.8846349,37.47949312
115,성남고등학교,서울특별시,동작구,부설,126.9266153,37.50528157
116,서울나래학교,서울특별시,서초구,부설,127.0514985,37.46402498
117,서울성북초등학교,서울특별시,성북구,부설,126.9987754,37.59405389
118,서울후암초등학교,서울특별시,용산구,부설,126.9817243,37.55136541
119,묵정공원지하,서울특별시,중구,노외,126.9998022,37.56368166
120,한국거래소앞,서울특별시,영등포구,노상,126.927473,37.52184535
121,광신고등학교,서울특별시,관악구,부설,126.9259406,37.4644762
122,서울동작초등학교,서울특별시,동작구,부설,126.9765088,37.4941155
123,노원세무서,서울특별시,도봉구,노상,127.0515046,37.65345168
124,이태원1동 공영주차장,서울특별시,용산구,노상,126.9957066,37.53090045
125,건영백화점앞 공영주차장,서울특별시,노원구,노외,127.0651678,37.63957022
126,당곡고등학교,서울특별시,관악구,부설,126.9342464,37.49176034
127,용산전자상가 제5공영주차장,서울특별시,용산구,노외,126.9634122,37.53381095
128,서강대역,서울특별시,마포구,노외,126.9364908,37.55106386
129,시민열린마당뒤,서울특별시,종로구,노상,126.9788825,37.57533928
130,대림역,서울특별시,영등포구,노상,126.8953806,37.49294967
131,해성여자고등학교,서울특별시,동대문구,부설,127.0569769,37.5818726
132,북성초교 공영주차장,서울특별시,서대문구,노외,126.9518349,37.55963212
133,서울고척초등학교,서울특별시,구로구,부설,126.8568624,37.50099779
134,KBS별관옆,서울특별시,영등포구,노상,126.9309476,37.52040718
135,신월1동저지2구역,서울특별시,양천구,노상,126.8341098,37.53642211
136,전농중학교,서울특별시,동대문구,부설,127.0592794,37.58204428
137,삼성고등학교,서울특별시,관악구,부설,126.9440108,37.4691077
138,국민은행앞,서울특별시,영등포구,노상,126.9190843,37.52857858
139,서울탑동초등학교,서울특별시,금천구,부설,126.9153675,37.45251655
140,도서관,서울특별시,양천구,노외,126.8765942,37.53343607
141,배재고등학교,서울특별시,강동구,부설,127.1502473,37.55505939
142,뉴국제호텔앞공영,서울특별시,중구,노상,126.9781508,37.56818723
143,서울길동초등학교,서울특별시,강동구,부설,127.1449729,37.53859168
144,망원노외,서울특별시,마포구,노외,126.9065524,37.55969543
145,다산동공영,서울특별시,중구,노외,127.0086094,37.55438215
146,불암고등학교,서울특별시,노원구,부설,127.0803058,37.64915853
147,상계역 서측 주택가 공영주차장,서울특별시,노원구,노외,127.0710359,37.66003834
148,사조산업 주변,서울특별시,금천구,노상,126.8919782,37.47115076
149,주공1~3단지주변 공영주차장,서울특별시,노원구,노상,127.0579982,37.65189275
150,신촌노상,서울특별시,마포구,노상,126.9349578,37.55555261
151,청기와,서울특별시,마포구,노상,126.9128709,37.55504679
152,홍우빌딩앞,서울특별시,영등포구,노상,126.9309476,37.52040718
153,영구청환승,서울특별시,영등포구,노외,126.895522,37.52472308
154,신반포중학교,서울특별시,서초구,부설,126.9961242,37.50626532
155,세곡중학교,서울특별시,강남구,부설,127.0918862,37.47198073
156,등나무근린공원 공영주차장,서울특별시,노원구,노외,127.0676984,37.64028454
157,봉은중학교,서울특별시,강남구,부설,127.0623894,37.51897667
158,염리,서울특별시,마포구,노외,126.9452043,37.54199309
159,양평동(동),서울특별시,영등포구,노상,126.8901949,37.53977731
160,주공5단지옆 공영주차장,서울특별시,노원구,노상,127.0764115,37.65157278
161,상명대학교사범대학부속여자고등학교,서울특별시,종로구,부설,126.9551595,37.60410891
162,서울녹번초등학교,서울특별시,은평구,부설,126.9257463,37.60458339
163,은평고등학교,서울특별시,은평구,부설,126.905808,37.60915205
164,청원초등학교,서울특별시,노원구,부설,127.0625329,37.66525155
165,서울영상고등학교,서울특별시,양천구,부설,126.8602935,37.52330444
166,오류중학교,서울특별시,구로구,부설,126.846524,37.50772919
167,서울청파초등학교,서울특별시,용산구,부설,126.9635439,37.5473049
168,서울장곡초등학교,서울특별시,성북구,부설,127.0481512,37.61686002
169,청원고등학교,서울특별시,노원구,부설,127.0625329,37.66525155
170,서울두산초등학교,서울특별시,금천구,부설,126.8909461,37.46754839
171,마포유수지,서울특별시,마포구,노외,126.9425947,37.53879916
172,서울새솔초등학교,서울특별시,중랑구,부설,127.1113284,37.6179524
173,둔촌역전통시장 공영주차장,서울특별시,강동구,노외,127.1337128,37.52857926
174,한진면세점앞,서울특별시,중구,노상,126.9771567,37.55496834
175,KBS연구관앞,서울특별시,영등포구,노상,126.915188,37.52670627
176,천왕중학교,서울특별시,구로구,부설,126.8373336,37.48265442
177,중암중학교,서울특별시,마포구,부설,126.9033686,37.57241132
178,연희맛로 공영주차장,서울특별시,서대문구,노상,126.9305962,37.56768754
179,서초문화예술정보학교,서울특별시,서초구,부설,127.0299765,37.48806647
180,문창중학교,서울특별시,동작구,부설,126.9224055,37.49586094
181,방이고분,서울특별시,송파구,노외,127.1181642,37.50757491
182,암사1동 노상주차장,서울특별시,강동구,노상,127.1296019,37.55069608
183,성동세무서,서울특별시,성동구,부설,127.0628187,37.54850152
184,이태원2동 공영주차장,서울특별시,용산구,노외,126.9927159,37.54047812
185,조원동제2공영,서울특별시,관악구,노상,126.9030187,37.48355607
186,상문고등학교,서울특별시,서초구,부설,127.0039168,37.47975543
187,남산한옥마을,서울특별시,중구,노외,126.9931386,37.56005314
188,산업은행앞,서울특별시,영등포구,노상,126.920832,37.5271224
189,신동중학교,서울특별시,서초구,부설,127.0129154,37.5169159
190,풍납유수지,서울특별시,송파구,노외,127.1061505,37.52510587
191,구로디지털단지역,서울특별시,구로구,노외,126.9008619,37.4854463
192,한남유수지 공영주차장,서울특별시,용산구,노외,127.0073833,37.53001857
193,국립중앙박물관,서울특별시,용산구,기타,126.9777402,37.52470224
194,정릉시장 공영주차장,서울특별시,성북구,노외,127.0093716,37.60820286
195,수서중학교,서울특별시,강남구,부설,127.1023799,37.49120377
196,압구정고등학교,서울특별시,강남구,부설,127.0327116,37.53113395
197,한국환경산업기술원 별관,서울특별시,은평구,노상,126.9343249,37.60987179
198,문일고등학교,서울특별시,금천구,부설,126.8987207,37.44891526
199,로데오길,서울특별시,송파구,노상,127.1256626,37.49110372
200,서울온곡초등학교,서울특별시,노원구,부설,127.065653,37.66733652
201,신당사거리공영,서울특별시,중구,노외,127.0170048,37.56512167
202,남대문피혁상가남측공영,서울특별시,중구,노상,126.9724063,37.55880836
203,양화진,서울특별시,마포구,노외,126.9111988,37.54554956
204,은평세무서,서울특별시,은평구,부설,126.9263548,37.60182071
205,금천세무서,서울특별시,금천구,부설,126.8997992,37.47801956
206,주공3단지상가주변 공영주차장,서울특별시,노원구,노상,127.057974,37.65310963
207,돈화문로,서울특별시,중구,노상,126.9926256,37.56522907
208,여의도공원,서울특별시,영등포구,노상,126.9229717,37.52490456
209,신원시장공영,서울특별시,관악구,노상,126.9272843,37.48261085
210,청구공영,서울특별시,중구,노외,127.0134041,37.55897634
211,서울번동초등학교,서울특별시,강북구,부설,127.0400394,37.62902386
212,용강중학교,서울특별시,용산구,부설,126.9754853,37.52157693
213,청계3,서울특별시,종로구,노상,126.99717,37.56881721
214,바람개비,서울특별시,양천구,노외,126.8742633,37.53032696
215,수락산 디자인 서울거리 공영주차장,서울특별시,노원구,노상,127.0577778,37.67462218
216,길음환승빌딩 공영주차장,서울특별시,성북구,노외,127.0258353,37.60410063
217,약수동공영,서울특별시,중구,노외,127.0133314,37.55224094
218,독산동 금천교,서울특별시,금천구,노상,126.8894831,37.46680306
219,대일관광고등학교,서울특별시,양천구,부설,126.8349067,37.51141377
220,연남,서울특별시,마포구,노상,126.9241065,37.56108086
221,태양빌딩앞,서울특별시,영등포구,노상,126.9303375,37.52002813
222,유경백화점뒤 공영주차장,서울특별시,노원구,노상,127.0775429,37.65029535
223,중구구민회관 부설,서울특별시,중구,부설,127.0057956,37.5689855
224,용산전자상가 제3공영주차장,서울특별시,용산구,노외,126.960246,37.53258258
225,명지초등학교,서울특별시,서대문구,부설,126.9282315,37.58362994
226,MBC방송국뒤,서울특별시,영등포구,노상,126.9308667,37.52397042
227,대림상가,서울특별시,중구,노상,126.9957438,37.56764416
228,장승중학교,서울특별시,동작구,부설,126.940834,37.50314858
229,둔촌고등학교,서울특별시,강동구,부설,127.1438087,37.53143258
230,중앙도서관,서울특별시,마포구,노외,126.9082019,37.56379544
231,명일여자고등학교,서울특별시,강동구,부설,127.1495815,37.54977633
232,중소기업중앙회앞,서울특별시,영등포구,노상,126.9226561,37.52819958
233,서울이문초등학교,서울특별시,동대문구,부설,127.064885,37.60189649
234,신정4동길,서울특별시,양천구,노상,126.8613735,37.52660365
235,한강중학교,서울특별시,용산구,부설,126.9927909,37.52361192
236,구본청 공영주차장,서울특별시,동작구,노외,126.9399421,37.51252777
237,봉천복개3,서울특별시,관악구,노상,126.9311237,37.48782639
238,홍은2동 제3공영주차장(3층),서울특별시,서대문구,노외,126.9342219,37.58676916
239,개화산역,서울특별시,강서구,노외,126.8052097,37.57221097
240,충현어린이공원,서울특별시,중구,노외,127.0052207,37.55210517
241,혜화여자고등학교,서울특별시,강북구,부설,127.013212,37.63130842
242,호성빌딩앞,서울특별시,영등포구,노상,126.9297001,37.51962906
243,제방도로,서울특별시,구로구,노상,126.8928513,37.50002219
244,경기고등학교,서울특별시,강남구,부설,127.0560755,37.51756454
245,여의도공원앞1,서울특별시,영등포구,노상,126.9216036,37.52669341
246,성애병원앞,서울특별시,영등포구,노상,126.9225574,37.51178334
247,서울인공지능고등학교,서울특별시,송파구,부설,127.1420854,37.49164824
248,대진디자인고등학교,서울특별시,강남구,부설,127.0959793,37.49042815
249,관철동,서울특별시,종로구,노상,126.9867363,37.5684907
250,용산전자상가 제2공영주차장,서울특별시,용산구,노외,126.9631315,37.53266668
251,청계5,서울특별시,종로구,노상,127.0025593,37.56968028
252,서울전농초등학교,서울특별시,동대문구,부설,127.0543331,37.57473031
253,서울명신초등학교,서울특별시,종로구,부설,127.0146229,37.58145126
254,청계7,서울특별시,종로구,노상,127.0162841,37.56998741
255,대청중학교,서울특별시,강남구,부설,127.0580335,37.49034855
256,국민건강보험공단 구로지사,서울특별시,구로구,부설,126.8639688,37.49793565
257,서울면목초등학교,서울특별시,중랑구,부설,127.0872878,37.5906966
258,연서중학교,서울특별시,은평구,부설,126.9092766,37.58701931
259,신천중학교,서울특별시,송파구,부설,127.0792834,37.51625001
260,청량리제2공영,서울특별시,동대문구,노상,127.0403911,37.58073437
261,서울대곡초등학교,서울특별시,강남구,부설,127.0650265,37.49471064
262,다산아트공영,서울특별시,중구,노외,127.0043894,37.55163335
263,천호2동 공영주차장,서울특별시,강동구,노외,127.1230043,37.54033859
264,해운센터앞 공영,서울특별시,중구,노상,126.9817533,37.56104853
265,주공6단지상가주변 공영주차장,서울특별시,노원구,노상,127.0647486,37.65379761
266,새마을시장,서울특별시,송파구,노상,127.0863248,37.5091148
267,한신초등학교,서울특별시,도봉구,부설,127.0324273,37.65335584
268,잠실고등학교,서울특별시,송파구,부설,127.106515,37.52293043
269,서울대모초등학교,서울특별시,강남구,부설,127.0859938,37.48059845
270,봉상시길,서울특별시,송파구,노상,127.0800406,37.51089294
271,서울거원초등학교,서울특별시,송파구,부설,127.1449361,37.48762503
272,망원,서울특별시,마포구,노상,126.9047079,37.55237858
273,관악세무서,서울특별시,관악구,부설,126.9243295,37.47933644
274,사당노외,서울특별시,서초구,노외,126.983669,37.47539826
275,여의도백화점앞,서울특별시,영등포구,노상,126.9286012,37.52069663
276,온수역(남),서울특별시,구로구,노상,126.8241361,37.49190228
277,청구건영아파트옆 공영주차장,서울특별시,노원구,노상,127.0757979,37.65033252
278,월드컵시장,서울특별시,마포구,노상,126.9050489,37.557514
279,일자산제2체육관 부설주차장,서울특별시,강동구,부설,127.1490999,37.52933327
280,서울신봉초등학교,서울특별시,관악구,부설,126.9491309,37.48557795
281,서울월곡초등학교,서울특별시,성북구,부설,127.046081,37.61002442
282,서일중학교,서울특별시,서초구,부설,127.0232207,37.49852986
283,오금고등학교,서울특별시,송파구,부설,127.128969,37.50453217
284,동호대교(남),서울특별시,강남구,노상,127.0263853,37.52920757
285,서울장위초등학교,서울특별시,성북구,부설,127.0500064,37.61144251
286,금천종합복지타운,서울특별시,금천구,부설,126.9146119,37.44963195
287,중소기업은행 지상주차장,서울특별시,중구,노외,126.9865655,37.56649353
288,동산공영,서울특별시,중구,노외,127.0159772,37.55631375
289,보라매병원앞 공영주차장,서울특별시,동작구,노상,126.9228212,37.49163747
290,중경고등학교,서울특별시,용산구,부설,126.9756383,37.5176804
291,대방중학교,서울특별시,동작구,부설,126.9130162,37.49543678
292,자양유수지 공영주차장,서울특별시,광진구,노외,127.0775295,37.52938428
293,한강미디어고등학교,서울특별시,영등포구,부설,126.897109,37.53930105
294,손기정체육공원공영,서울특별시,중구,노외,126.9648157,37.5554795
295,진양상가(IOT)공영,서울특별시,중구,노상,126.9773725,37.5579869
296,신정4동 로데오길,서울특별시,양천구,노상,126.861914,37.5278191
297,당인,서울특별시,마포구,노상,126.9173125,37.54620858
298,세일중학교,서울특별시,금천구,부설,126.8953689,37.47459441
299,일원역,서울특별시,강남구,노외,127.0840689,37.48468105
300,용마중학교,서울특별시,중랑구,부설,127.0862687,37.5745074
301,용강,서울특별시,마포구,노상,126.9398403,37.54230637
302,강동고등학교,서울특별시,강동구,부설,127.1606683,37.54991665
303,서울석관초등학교,서울특별시,성북구,부설,127.0583553,37.61102206
304,중화고등학교,서울특별시,중랑구,부설,127.0836541,37.60481461
305,서일문화예술고등학교,서울특별시,종로구,부설,127.0127927,37.57937936
306,동양중학교,서울특별시,동작구,부설,126.9574775,37.51022314
307,창덕여자중학교,서울특별시,중구,부설,126.9692102,37.5664328
308,새물결,서울특별시,마포구,노상,126.9245703,37.55703127
309,LG전자 주변,서울특별시,금천구,노상,126.8872608,37.47454028
310,삼성중학교,서울특별시,관악구,부설,126.9425132,37.4676059
311,단국대학교부속소프트웨어고등학교,서울특별시,강남구,부설,127.0577682,37.49561749
312,숙명여자중학교,서울특별시,강남구,부설,127.0526126,37.49147536
313,국민일보사옥앞,서울특별시,영등포구,노상,126.9252804,37.52992065
314,서울청운초등학교,서울특별시,종로구,부설,126.9692947,37.58580573
315,구일고등학교,서울특별시,구로구,부설,126.8746185,37.49350529
316,마른내로,서울특별시,중구,노상,127.0002728,37.56462158
317,서울길음초등학교,서울특별시,성북구,부설,127.01666,37.61363115
318,도림고가,서울특별시,영등포구,노상,126.8968947,37.5120643
319,훈련원공원옆,서울특별시,중구,노상,127.0051421,37.56794091
320,신정7동 한사랑교회 앞,서울특별시,양천구,노외,126.8601584,37.51483161
321,삼각지고가밑,서울특별시,용산구,노상,126.9689486,37.53722282
322,가재울고등학교,서울특별시,서대문구,부설,126.9095297,37.5743637
323,신천유수지,서울특별시,송파구,노외,127.1029818,37.52239197
324,이화여고앞 공영,서울특별시,중구,노상,126.9685217,37.56503175
325,한강쇼핑 공영주차장,서울특별시,용산구,노상,126.972434,37.52038342
326,망원1-2,서울특별시,마포구,노외,126.9055913,37.55558837
327,국제화재빌딩옆 공영,서울특별시,중구,노상,126.9771567,37.55496834
328,용산전자상가 제4공영주차장,서울특별시,용산구,노외,126.9601122,37.53388682
329,경호빌딩앞,서울특별시,영등포구,노상,126.9260155,37.52322442
330,도봉로 15길,서울특별시,강북구,노상,127.028289,37.6167386
331,세운상가밑,서울특별시,종로구,노상,126.9952386,37.56929098
332,경문고등학교,서울특별시,동작구,부설,126.9822734,37.49341886
333,구룡중학교,서울특별시,강남구,부설,127.0565075,37.48621294
334,신대방역,서울특별시,관악구,노외,126.914468,37.48823393
335,서울인왕초등학교,서울특별시,서대문구,부설,126.9448045,37.59021988
336,시흥1동 공영주차장,서울특별시,금천구,노외,126.8967063,37.4506859
337,구로세무서,서울특별시,영등포구,노상,126.8994697,37.51361958
338,신당동누리센터공영,서울특별시,중구,노외,127.014445,37.56201888
339,신촌노외,서울특별시,마포구,노외,126.9340619,37.55371939
340,인덕과학기술고등학교,서울특별시,노원구,부설,127.0544999,37.63034387
341,서울가인초등학교,서울특별시,도봉구,부설,127.0429509,37.6594678
342,영등포세무서,서울특별시,영등포구,노상,126.8927905,37.52528953
343,인헌고등학교,서울특별시,관악구,부설,126.9704851,37.47231073
344,서울백산초등학교,서울특별시,금천구,부설,126.905146,37.446786
345,서울세검정초등학교,서울특별시,종로구,부설,126.9609688,37.60346883
346,주공4~6단지주변 공영주차장,서울특별시,노원구,노상,127.0629681,37.65274046
347,한국고전번역원,서울특별시,은평구,부설 ,126.9287022,37.63091434
348,마른내길,서울특별시,중구,노상,126.9944033,37.56428321
349,서울출입국·외국인청,서울특별시,양천구,노외,126.8696258,37.51923339
350,서울서이초등학교,서울특별시,서초구,부설,127.025618,37.49156467
351,동작갯마을 공영주차장,서울특별시,동작구,노상,126.9824453,37.49578385
352,화재보험협회앞,서울특별시,영등포구,노상,126.927473,37.52184535
353,풍납중학교,서울특별시,송파구,부설,127.1156283,37.52535051
354,노원구청사주변 공영주차장,서울특별시,노원구,노상,127.0566605,37.65416505
355,방화중학교,서울특별시,강서구,부설,126.8071069,37.56433471
356,모아래 5길,서울특별시,금천구,노상,126.8904216,37.47253319
357,창천중교,서울특별시,마포구,노외,126.9392951,37.55491782
358,충현공영,서울특별시,중구,노외,127.0057006,37.55218254
359,동화동공영,서울특별시,중구,노외,127.0190186,37.56136006
360,고분다리전통시장 공영주차장,서울특별시,강동구,노외,127.1321772,37.54307844
361,서울미아초등학교,서울특별시,성북구,부설,127.0216444,37.61058761
362,대신시장,서울특별시,영등포구,노상,126.9175856,37.51115621
363,광신중학교,서울특별시,관악구,부설,126.9259406,37.4644762
364,서울한남초등학교,서울특별시,용산구,부설,127.0055998,37.53920365
365,사당중학교,서울특별시,동작구,부설,126.9685407,37.48776119
366,용산구 종합행정타운 부설주차장,서울특별시,용산구,노외,126.9904788,37.53245229
367,석촌고분,서울특별시,송파구,노외,127.1028141,37.50214161
368,문화공영,서울특별시,중구,노외,127.0110209,37.55652714
369,경신고등학교,서울특별시,종로구,부설,126.999531,37.59220227
370,미양고등학교,서울특별시,강북구,부설,127.0121792,37.62366717
371,서울남부출입국·외국인사무소,서울특별시,강서구,노외,126.8213248,37.56112872
372,압구정중학교,서울특별시,강남구,부설,127.0330027,37.53024224
373,황학어린이공원,서울특별시,중구,노외,127.0181241,37.56753166
374,가산중 앞,서울특별시,금천구,노상,126.8948279,37.46918012
375,광운인공지능고등학교,서울특별시,노원구,부설,127.0565452,37.61923977
376,도곡중학교,서울특별시,강남구,부설,127.0447856,37.49229373
377,한성백제박물관,서울특별시,송파구,노외,127.1208007,37.51542872
378,서울인수초등학교,서울특별시,강북구,부설,127.0091358,37.64305053
379,고척중학교,서울특별시,구로구,부설,126.8613425,37.49974083
380,가마산고가밑,서울특별시,구로구,노상,126.8825145,37.49268674
381,별관청사,서울특별시,영등포구,노외,126.89449,37.5286199
382,서울금융고등학교,서울특별시,양천구,부설,126.8259146,37.53765955
383,단국대학교사범대학부속중학교,서울특별시,강남구,부설,127.0577682,37.49561749
384,여의도중학교,서울특별시,영등포구,부설,126.9357531,37.5239802
385,숭곡중학교,서울특별시,성북구,부설,127.0312998,37.60847848
386,윤중중학교,서울특별시,영등포구,부설,126.9241232,37.51893021
387,망원시장,서울특별시,마포구,노상,126.904825,37.55719919
388,경도상가앞,서울특별시,영등포구,노상,126.9303375,37.52002813
389,서울아이티고등학교,서울특별시,노원구,부설,127.0624493,37.64241844
390,서울봉현초등학교,서울특별시,관악구,부설,126.9553519,37.49121654
391,성남중학교,서울특별시,동작구,부설,126.9266153,37.50528157
392,롯데캐슬앞,서울특별시,영등포구,노상,126.9286012,37.52069663
